id	initials	created_at	created_device	settings	progress	bookmarks	last_sync_at	is_admin	banned
2P83SK	星星	2026-06-15T06:23:40.810Z	0f80d127-4ae6-4f1a-aaef-47c482e58dd9	{}	{"_global":{"totalDuration":909}}	{}	2026-06-15T06:39:11.539Z	0	0
